id,name,group
3050,Cimicifuga racemosa (Cimicifuga) golyócskák  (C 12),oral
3051,Cimicifuga racemosa (Cimicifuga) golyócskák  (C 15),oral
3052,Cimicifuga racemosa (Cimicifuga) golyócskák  (C 30),oral
3053,Cimicifuga racemosa (Cimicifuga) golyócskák  (C200),oral
3054,Cimicifuga racemosa (Cimicifuga) golyócskák  (D 4),oral
3055,Cimicifuga racemosa (Cimicifuga) golyócskák  (D 5),oral
3056,Cimicifuga racemosa (Cimicifuga) golyócskák  (D 6),oral
3057,Cimicifuga racemosa (Cimicifuga) golyócskák  (D10),oral
3058,Cimicifuga racemosa (Cimicifuga) golyócskák  (D12),oral
3059,Cimicifuga racemosa (Cimicifuga) golyócskák  (D30),oral
3060,CIMICIFUGA RACEMOSA (Cimicifuga) golyócskák (C     5),oral
3061,CIMICIFUGA RACEMOSA (Cimicifuga) golyócskák (C     6),oral
3062,CIMICIFUGA RACEMOSA (Cimicifuga) golyócskák (C     9),oral
3063,CIMICIFUGA RACEMOSA (Cimicifuga) golyócskák (C    12),oral
3064,CIMICIFUGA RACEMOSA (Cimicifuga) golyócskák (C    15),oral
3065,CIMICIFUGA RACEMOSA (Cimicifuga) golyócskák (C    30),oral
3066,CIMICIFUGA RACEMOSA (Cimicifuga) golyócskák (C   200),oral
3067,CIMICIFUGA RACEMOSA (Cimicifuga) golyócskák (C  1000),oral
3068,CIMICIFUGA RACEMOSA (Cimicifuga) golyócskák (C 10000),oral
3069,CIMICIFUGA RACEMOSA (Cimicifuga) golyócskák (C 50000),oral
3070,CIMICIFUGA RACEMOSA (Cimicifuga) golyócskák (C100000),oral
3071,CIMICIFUGA RACEMOSA (Cimicifuga) golyócskák (D  4),oral
3072,CIMICIFUGA RACEMOSA (Cimicifuga) golyócskák (D  6),oral
3073,CIMICIFUGA RACEMOSA (Cimicifuga) golyócskák (D 12),oral
3074,CIMICIFUGA RACEMOSA (Cimicifuga) golyócskák (D 30),oral
3075,CIMICIFUGA RACEMOSA (Cimicifuga) golyócskák (D200),oral
3076,CIMICIN STADA filmtabletta,oral
3077,CIMIFEMINE bevont tabletta,oral
3078,Cina (Artemisia cina) golyócskák (C1000),oral
3079,Cina (Artemisia cina) golyócskák (C10000),oral
3080,Cina (Artemisia cina) golyócskák (C12),oral
3081,Cina (Artemisia cina) golyócskák (C15),oral
3082,Cina (Artemisia cina) golyócskák (C200),oral
3083,Cina (Artemisia cina) golyócskák (C30),oral
3084,Cina (Artemisia cina) golyócskák (C5),oral
3085,Cina (Artemisia cina) golyócskák (C6),oral
3086,Cina (Artemisia cina) golyócskák (C9),oral
3087,Cina (Artemisia cina) golyócskák (CH  2),oral
3088,Cina (Artemisia cina) golyócskák (CH  5),oral
3089,Cina (Artemisia cina) golyócskák (CH  6),oral
3090,Cina (Artemisia cina) golyócskák (CH  9),oral
3091,Cina (Artemisia cina) golyócskák (CH 12),oral
3092,Cina (Artemisia cina) golyócskák (CH 15),oral
3093,Cina (Artemisia cina) golyócskák (CH 30),oral
3094,Cina (Artemisia cina) golyócskák (CH200),oral
3095,Cina (Artemisia cina) golyócskák (D12),oral
3096,Cina (Artemisia cina) golyócskák (D200),oral
3097,Cina (Artemisia cina) golyócskák (D30),oral
3098,Cina (Artemisia cina) golyócskák (D4),oral
3099,Cina (Artemisia cina) golyócskák (D6),oral
3100,CINIE  50 mg tabletta,oral
3101,CINIE 100 mg tabletta,oral
3102,CIPEDRIL 4 mg tabletta,oral
3103,CIPLOX 250 mg filmtabletta,oral
3104,CIPLOX 500 mg filmtabletta,oral
3105,CIPRALEX 10 mg filmtabletta,oral
3106,CIPRALEX MELTZ 10 mg szájban diszpergálódó tabletta,oral
3107,CIPRALEX MELTZ 20 mg szájban diszpergálódó tabletta,oral
3108,CIPRINOL 2 mg/ml oldatos infúzió,oral
3109,CIPRINOL 250 mg filmtabletta,oral
3110,CIPRINOL 500 mg filmtabletta,oral
3111,CIPRINOL 750 mg filmtabletta,oral
3112,CIPROBAY 2 mg/ml oldatos infúzió,oral
3113,CIPROBAY 250 mg filmtabletta,oral
3114,CIPROBAY 500 mg filmtabletta,oral
3115,CIPROFIBRATE NRIM 100 mg kapszula,oral
3116,CIPROFLOXACIN 1a Pharma 250 mg filmtabletta,oral
3117,CIPROFLOXACIN 1a Pharma 500 mg filmtabletta,oral
3118,CIPROFLOXACIN ARROW 250 mg filmtabletta,oral
3119,CIPROFLOXACIN ARROW 500 mg filmtabletta,oral
3120,CIPROFLOXACIN KABI 200 mg/100 ml oldatos infúzió,oral
3121,CIPROFLOXACIN KABI 400 mg/200 ml oldatos infúzió,oral
3122,CIPROFLOXACIN PFIZER 250 mg filmtabletta,oral
3123,CIPROFLOXACIN PFIZER 500 mg filmtabletta,oral
3124,CIPROFLOXACIN PFIZER 750 mg filmtabletta,oral
3125,CIPROFLOXACIN-HUMAN 100 mg filmtabletta,oral
3126,CIPROFLOXACIN-HUMAN 2 mg/ml oldatos infúzió,oral
3127,CIPROFLOXACIN-HUMAN 250 mg filmtabletta,oral
3128,CIPROFLOXACIN-HUMAN 500 mg filmtabletta,oral
3129,CIPROFLOXACIN-HUMAN 750 mg filmtabletta,oral
3130,CIPROFLOXACIN-RATIOPHARM 250 mg filmtabletta,oral
3131,CIPROFLOXACIN-RATIOPHARM 500 mg filmtabletta,oral
3132,CIPROLEN 250 mg filmtabletta,oral
3133,CIPROLEN 500 mg filmtabletta,oral
3134,CIPRUM 10 mg/ml koncentrátum oldatos infúzióhoz,oral
3135,CIPRUM 250 mg filmtabletta,oral
3136,CIPRUM 500 mg filmtabletta,oral
3137,CIPRUM 750 mg filmtabletta,oral
3138,CIQORIN  10 mg lágy kapszula,oral
3139,CIQORIN  25 mg lágy kapszula,oral
3140,CIQORIN  50 mg lágy kapszula,oral
3141,CIQORIN 100 mg lágy kapszula,oral
3142,Circadin 2 mg retard tabletta,oral
3143,"CIRCLET 0,120 mg/0,015 mg/24 óra hüvelyben alkalmazott gyógyszerleadó rendszer",oral
3144,CIRKULIN VALERIANA komlóval  80 mg/20 mg mite bevont tabletta,oral
3145,CIRKULIN VALERIANA komlóval 160 mg/40 mg forte bevont tabletta,oral
3146,CISORDINOL 10 mg filmtabletta,oral
3147,CISORDINOL 25 mg filmtabletta,oral
3148,"CISPLATIN ""EBEWE"" 0,5 mg/ml koncentrátum oldatos infúzióhoz",oral
3149,CISPLATIN ACCORD 1 mg/ml koncentrátum oldatos infúzióhoz,oral
3150,CISPLATIN CADUCEUS 1 mg/ml koncentrátum oldatos infúzióhoz,oral
3151,CISPLATIN HOSPIRA 1 mg/2 ml oldatos infúzió,oral
3152,CISPLATIN KABI 1 mg/ml koncentrátum oldatos infúzióhoz,oral
3153,CISPLATIN STRIDES 1 mg/ml koncentrátum oldatos infúzióhoz,oral
3154,CITAGEN 10 mg filmtabletta,oral
3155,CITAGEN 20 mg filmtabletta,oral
3156,CITALODEP 20 mg filmtabletta,oral
3157,CITALODEP 40 mg filmtabletta,oral
3158,CITALOPRAM BLUEFISH 20 mg filmtabletta,oral
3159,CITALOPRAM BLUEFISH 40 mg filmtabletta,oral
3160,CITALOPRAM ORION 10 mg filmtabletta,oral
3161,CITALOPRAM ORION 20 mg filmtabletta,oral
3162,CITALOPRAM ORION 40 mg filmtabletta,oral
3163,CITALOPRAM STADA 10 mg filmtabletta,oral
3164,CITALOPRAM STADA 20 mg filmtabletta,oral
3165,CITALOPRAM STADA 40 mg filmtabletta,oral
3166,CITALOPRAM VITABALANS 20 mg filmtabletta,oral
3167,CITALOPRAM VITABALANS 40 mg filmtabletta,oral
3168,CITALOPRAM-TEVA 20 mg filmtabletta,oral
3169,CITALOPRAM-ZENTIVA 10 mg filmtabletta,oral
3170,CITALOPRAM-ZENTIVA 20 mg filmtabletta,oral
3171,CITALOPRAM-ZENTIVA 40 mg filmtabletta,oral
3172,CITAMED 150 mg filmtabletta,oral
3173,CITAMED 500 mg filmtabletta,oral
3174,CITAPRAM 20 mg filmtabletta,oral
3175,CITAPRAM 30 mg filmtabletta,oral
3176,CITAPRAM 40 mg filmtabletta,oral
3177,CITAPRAM 60 mg filmtabletta,oral
3178,"CITRAFLEET, Por belsőleges oldathoz",oral
3179,CITROKALCIUM 100 mg tabletta,oral
3180,CITROKALCIUM 200 mg tabletta,oral
3181,CITROKALCIUM 300 mg tabletta,oral
3182,CITROKALCIUMD 300 mg/300 NE tabletta,oral
3183,CLADOSTAD 100 mg kemény kapszula,oral
3184,CLADRONATE  5 mg filmtabletta,oral
3185,CLADRONATE 30 mg filmtabletta,oral
3186,CLADRONATE 35 mg filmtabletta,oral
3187,"CLARANETTE-RATIOPHARM 2 mg/0,03 mg filmtabletta",oral
3188,CLARINASE 120 mg/5 mg filmtabletta,oral
3189,CLARINASE 120 mg/5 mg módosított hatóanyagleadású tabletta,oral
3190,CLARITHROMYCIN 1a Pharma 250 mg filmtabletta,oral
3191,CLARITHROMYCIN 1a Pharma 500 mg filmtabletta,oral
3192,CLARITHROMYCIN MYLAN 500 mg módosított hatóanyagleadású tabletta,oral
3193,CLARITHROMYCIN PFIZER 250 mg filmtabletta,oral
3194,CLARITHROMYCIN PFIZER 500 mg filmtabletta,oral
3195,CLARITHROMYCIN-ratiopharm 250 mg filmtabletta,oral
3196,CLARITHROMYCIN-ratiopharm 500 mg filmtabletta,oral
3197,CLARITHROMYCIN-TEVA 500 mg retard tabletta,oral
3198,CLARITINE 1 mg/ml szirup,oral
3199,CLARITINE 10 mg tabletta,oral
3200,CLARITINE AKUT 10 mg tabletta,oral
3201,CLAVOX 500 mg/125 mg filmtabletta,oral
3202,CLAVOX 875 mg/125 mg filmtabletta,oral
3203,Clematis recta golyócskák (CH  2),oral
3204,Clematis recta golyócskák (CH  5),oral
3205,Clematis recta golyócskák (CH  6),oral
3206,Clematis recta golyócskák (CH  9),oral
3207,Clematis recta golyócskák (CH 12),oral
3208,Clematis recta golyócskák (CH 15),oral
3209,Clematis recta golyócskák (CH 30),oral
3210,Clematis recta golyócskák (CH200),oral
3211,CLEODETTE 75 mikrogramm/20 mikrogramm tabletta,oral
3212,CLEODETTE 75 mikrogramm/30 mikrogramm tabletta,oral
3213,CLOBEX 500 mikrogramm/g sampon,oral
3214,"CLOCINOL 37,5 mg/325 mg filmtabletta",oral
3215,"CLOMET 2 mg/0,03 mg filmtabletta",oral
3216,CLONAMOX 125 mg/5 ml por belsőleges szuszpenzióhoz,oral
3217,CLONAMOX 250 mg kemény kapszula,oral
3218,CLONAMOX 250 mg/5 ml por belsőleges szuszpenzióhoz,oral
3219,CLONAMOX 500 mg kemény kapszula,oral
3220,"CLONAZEPAM LIME 0,5 mg tabletta",oral
3221,CLONAZEPAM LIME 2 mg tabletta,oral
3222,"CLONAZEPAM NRIM 0,5 mg tabletta",oral
3223,CLONAZEPAM NRIM 2 mg tabletta,oral
3224,"CLONAZEPAM TARCHOMIN 0,5 mg tabletta",oral
3225,CLONAZEPAM TARCHOMIN 2 mg tabletta,oral
3226,CLOPIDEP 75 mg filmtabletta,oral
3227,CLOPIDIX 75 mg filmtabletta,oral
3228,CLOPIDOGREL ACCORD 75 mg filmtabletta,oral
3229,CLOPIDOGREL ACTAVIS 75 mg filmtabletta,oral
3230,CLOPIDOGREL ARROW 75 mg filmtabletta,oral
3231,CLOPIDOGREL GENERICS 75 mg filmtabletta,oral
3232,CLOPIDOGREL GSK 75 mg filmtabletta,oral
3233,Clopidogrel Hexal 75 mg filmtabletta,oral
3234,CLOPIDOGREL INVENT FARMA 75 mg filmtabletta,oral
3235,CLOPIDOGREL IVOWEN 75 mg filmtabletta,oral
3236,CLOPIDOGREL IWA 75 mg filmtabletta,oral
3237,CLOPIDOGREL JENSON 75 mg filmtabletta,oral
3238,CLOPIDOGREL MEDANA 75 mg filmtabletta,oral
3239,Clopidogrel Mylan 75 mg filmtabletta,oral
3240,CLOPIDOGREL PFIZER 75 mg filmtabletta,oral
3241,CLOPIDOGREL RANBAXY 75 mg filmtabletta,oral
3242,Clopidogrel ratiopharm 75 mg filmtabletta,oral
3243,CLOPIDOGREL RICHTER 75 mg filmtabletta,oral
3244,Clopidogrel Teva 75 mg filmtabletta,oral
3245,CLOPIDOGREL USV EUROPE 75 mg filmtabletta,oral
3246,Clopidogrel Zentiva  75 mg filmtabletta,oral
3247,Clopidogrel Zentiva 300 mg filmtabletta,oral
3248,CLOPIDOGREL-Q PHARMA 75 mg filmtabletta,oral
3249,CLOPIDOGREL-SPLENDRIS 75 mg filmtabletta,oral
3250,CLOPIGAMMA 75 mg filmtabletta,oral
3251,CLOPITHAN 75 mg filmtabletta,oral
3252,"CLORMETIN 2 mg/0,03 mg filmtabletta",oral
3253,CLOSANASOL kenőcs,oral
3254,CLOSANASOL krém,oral
3255,CLOSTILBEGYT tabletta,oral
3256,CLOTICIL  75 mg gyomornedv-ellenálló tabletta,oral
3257,CLOTICIL 100 mg gyomornedv-ellenálló tabletta,oral
3258,CLOTRIMAZOL AL 100 mg hüvelytabletta,oral
3259,CLOTRIMAZOL AL 200 mg hüvelytabletta,oral
3260,CLOZAPIN SANDOZ  25 mg tabletta,oral
3261,CLOZAPIN SANDOZ  50 mg tabletta,oral
3262,CLOZAPIN SANDOZ 100 mg tabletta,oral
3263,CLOZAPINE GEROT  25 mg tabletta,oral
3264,CLOZAPINE GEROT  50 mg tabletta,oral
3265,CLOZAPINE GEROT 100 mg tabletta,oral
3266,"CO-AKANID 16 mg/12,5 mg tabletta",oral
3267,CO-AMOXI-RATIOPHARM 500 mg/125 mg filmtabletta,oral
3268,CO-AMOXI-RATIOPHARM 875 mg/125 mg filmtabletta,oral
3269,"CO-ARBARTAN  50 mg/12,5 mg filmtabletta",oral
3270,CO-ARBARTAN 100 mg/25 mg filmtabletta,oral
3271,"CO-DALNESSA 2 mg/5 mg/0,625 mg tabletta",oral
3272,"CO-DALNESSA 4 mg/10 mg/1,25 mg tabletta",oral
3273,"CO-DALNESSA 4 mg/5 mg/1,25 mg tabletta",oral
3274,"CO-DALNESSA 8 mg/10 mg/2,5 mg tabletta",oral
3275,"CO-DALNESSA 8 mg/5 mg/2,5 mg tabletta",oral
3276,"CO-ENALAPRIL HEXAL 20 mg/12,5 mg tabletta",oral
3277,CO-ENALAPRIL-RATIOPHARM tabletta,oral
3278,Co-Hypert belsőleges oldatos cseppek,oral
3279,"CO-INDIPAM 2 mg/0,625 mg tabletta",oral
3280,"CO-INDIPAM 4 mg/1,25 mg tabletta",oral
3281,"CO-IRABEL 150 mg/12,5 mg filmtabletta",oral
3282,"CO-IRABEL 300 mg/12,5 mg filmtabletta",oral
3283,CO-IRABEL 300 mg/25 mg filmtabletta,oral
3284,"CO-MARANIL 2 mg/0,625 mg tabletta",oral
3285,"CO-MARANIL 4 mg/1,25 mg tabletta",oral
3286,"CO-MARONE 2 mg/0,625 mg tabletta",oral
3287,"CO-MARONE 4 mg/1,25 mg tabletta",oral
3288,"CO-PERINEVA 2 mg/0,625 mg tabletta",oral
3289,"CO-PERINEVA 4 mg/1,25 mg tabletta",oral
3290,"CO-PERINEVA 8 mg/2,5 mg tabletta",oral
3291,"CO-PERONE 2 mg/0,625 mg tabletta",oral
3292,"CO-PERONE 4 mg/1,25 mg tabletta",oral
3293,"CO-PRENESSA 2 mg/0,625 mg tabletta",oral
3294,"CO-PRENESSA 4 mg/1,25 mg tabletta",oral
3295,"CO-PRENESSA 8 mg/2,5 mg tabletta",oral
3296,"CO-PRILANIL 2 mg/0,625 mg tabletta",oral
3297,"CO-PRILANIL 4 mg/1,25 mg tabletta",oral
3298,"CO-PRILLANA 2 mg/0,625 mg tabletta",oral
3299,"CO-PRILLANA 4 mg/1,25 mg tabletta",oral
3300,"CO-PRILLANA 8 mg/2,5 mg tabletta",oral
3301,"CO-RENITEC 20 mg/12,5 mg tabletta",oral
3302,"CO-VALSACOR  80 mg/12,5 mg filmtabletta",oral
3303,"CO-VALSACOR 160 mg/12,5 mg filmtabletta",oral
3304,CO-VALSACOR 160 mg/25 mg filmtabletta,oral
3305,"CO-VALSACOR 320 mg/12,5 mg filmtabletta",oral
3306,CO-VALSACOR 320 mg/25 mg filmtabletta,oral
3307,"CoAprovel 150 mg/12,5 mg filmtabletta",oral
3308,"CoAprovel 150 mg/12,5 mg tabletta",oral
3309,"CoAprovel 300 mg/12,5 mg filmtabletta",oral
3310,"CoAprovel 300 mg/12,5 mg tabletta",oral
3311,CoAprovel 300 mg/25 mg filmtabletta,oral
3312,"COAXIL 12,5 mg bevont tabletta",oral
3313,Cocculine szopogató tabletta,oral
3314,Cocculus indicus (Cocculus) golyócskák  (C  5),oral
3315,Cocculus indicus (Cocculus) golyócskák  (C  6),oral
3316,Cocculus indicus (Cocculus) golyócskák  (C  9),oral
3317,Cocculus indicus (Cocculus) golyócskák  (C 12),oral
3318,Cocculus indicus (Cocculus) golyócskák  (C 15),oral
3319,Cocculus indicus (Cocculus) golyócskák  (C 30),oral
3320,Cocculus indicus (Cocculus) golyócskák  (C200),oral
3321,Cocculus indicus (Cocculus) golyócskák  (D 4),oral
3322,Cocculus indicus (Cocculus) golyócskák  (D 5),oral
3323,Cocculus indicus (Cocculus) golyócskák  (D 6),oral
3324,Cocculus indicus (Cocculus) golyócskák  (D10),oral
3325,Cocculus indicus (Cocculus) golyócskák  (D12),oral
3326,Cocculus indicus (Cocculus) golyócskák  (D30),oral
3327,Cocculus indicus (Cocculus) golyócskák (C1000),oral
3328,Cocculus indicus (Cocculus) golyócskák (C10000),oral
3329,Cocculus indicus (Cocculus) golyócskák (C12),oral
3330,Cocculus indicus (Cocculus) golyócskák (C15),oral
3331,Cocculus indicus (Cocculus) golyócskák (C200),oral
3332,Cocculus indicus (Cocculus) golyócskák (C30),oral
3333,Cocculus indicus (Cocculus) golyócskák (C5),oral
3334,Cocculus indicus (Cocculus) golyócskák (C6),oral
3335,Cocculus indicus (Cocculus) golyócskák (C9),oral
3336,Cocculus indicus (Cocculus) golyócskák (CH  3),oral
3337,Cocculus indicus (Cocculus) golyócskák (CH  5),oral
3338,Cocculus indicus (Cocculus) golyócskák (CH  6),oral
3339,Cocculus indicus (Cocculus) golyócskák (CH  9),oral
3340,Cocculus indicus (Cocculus) golyócskák (CH 12),oral
3341,Cocculus indicus (Cocculus) golyócskák (CH 15),oral
3342,Cocculus indicus (Cocculus) golyócskák (CH 30),oral
3343,Cocculus indicus (Cocculus) golyócskák (CH200),oral
3344,Cocculus indicus (Cocculus) golyócskák (D1000),oral
3345,Cocculus indicus (Cocculus) golyócskák (D12),oral
3346,Cocculus indicus (Cocculus) golyócskák (D200),oral
3347,Cocculus indicus (Cocculus) golyócskák (D30),oral
3348,Cocculus indicus (Cocculus) golyócskák (D6),oral
3349,Coccus cacti (Dactylopius coccus) golyócskák (CH  4),oral
3350,Coccus cacti (Dactylopius coccus) golyócskák (CH  5),oral
3351,Coccus cacti (Dactylopius coccus) golyócskák (CH  6),oral
3352,Coccus cacti (Dactylopius coccus) golyócskák (CH  9),oral
3353,Coccus cacti (Dactylopius coccus) golyócskák (CH 12),oral
3354,Coccus cacti (Dactylopius coccus) golyócskák (CH 15),oral
3355,Coccus cacti (Dactylopius coccus) golyócskák (CH 30),oral
3356,Coccus cacti (Dactylopius coccus) golyócskák (CH200),oral
3357,CODERETTA N tabletta,oral
3358,CODERIT N tabletta,oral
3359,CODOXY  5 mg retard tabletta,oral
3360,CODOXY 10 mg retard tabletta,oral
3361,CODOXY 20 mg retard tabletta,oral
3362,CODOXY 40 mg retard tabletta,oral
3363,CODOXY 80 mg retard tabletta,oral
3364,"Coffea cruda (Coffea, Coffea arabica) golyócskák  (C    5)",oral
3365,"Coffea cruda (Coffea, Coffea arabica) golyócskák  (C    6)",oral
3366,"Coffea cruda (Coffea, Coffea arabica) golyócskák  (C    9)",oral
3367,"Coffea cruda (Coffea, Coffea arabica) golyócskák  (C   12)",oral
3368,"Coffea cruda (Coffea, Coffea arabica) golyócskák  (C   15)",oral
3369,"Coffea cruda (Coffea, Coffea arabica) golyócskák  (C   30)",oral
3370,"Coffea cruda (Coffea, Coffea arabica) golyócskák  (C  200)",oral
3371,"Coffea cruda (Coffea, Coffea arabica) golyócskák  (C 1000)",oral
3372,"Coffea cruda (Coffea, Coffea arabica) golyócskák  (C10000)",oral
3373,"Coffea cruda (Coffea, Coffea arabica) golyócskák  (D  4)",oral
3374,"Coffea cruda (Coffea, Coffea arabica) golyócskák  (D  6)",oral
3375,"Coffea cruda (Coffea, Coffea arabica) golyócskák  (D 12)",oral
3376,"Coffea cruda (Coffea, Coffea arabica) golyócskák  (D 30)",oral
3377,"Coffea cruda (Coffea, Coffea arabica) golyócskák  (D200)",oral
3378,Coffea cruda (Coffea) golyócskák  (C  5),oral
3379,Coffea cruda (Coffea) golyócskák  (C  6),oral
3380,Coffea cruda (Coffea) golyócskák  (C  9),oral
3381,Coffea cruda (Coffea) golyócskák  (C 12),oral
3382,Coffea cruda (Coffea) golyócskák  (C 15),oral
3383,Coffea cruda (Coffea) golyócskák  (C 30),oral
3384,Coffea cruda (Coffea) golyócskák  (C200),oral
3385,Coffea cruda (Coffea) golyócskák  (D 4),oral
3386,Coffea cruda (Coffea) golyócskák  (D 5),oral
3387,Coffea cruda (Coffea) golyócskák  (D 6),oral
3388,Coffea cruda (Coffea) golyócskák  (D10),oral
3389,Coffea cruda (Coffea) golyócskák  (D12),oral
3390,Coffea cruda (Coffea) golyócskák  (D30),oral
3391,Coffea cruda (Coffea) golyócskák (C  2),oral
3392,Coffea cruda (Coffea) golyócskák (C  5),oral
3393,Coffea cruda (Coffea) golyócskák (C  6),oral
3394,Coffea cruda (Coffea) golyócskák (C  9),oral
3395,Coffea cruda (Coffea) golyócskák (C 12),oral
3396,Coffea cruda (Coffea) golyócskák (C 15),oral
3397,Coffea cruda (Coffea) golyócskák (C 30),oral
3398,Coffea cruda (Coffea) golyócskák (C200),oral
3399,Coffea tosta golyócskák  (C  2),oral
3400,Coffea tosta golyócskák  (C  5),oral
3401,Coffea tosta golyócskák  (C  6),oral
3402,Coffea tosta golyócskák  (C  9),oral
3403,Coffea tosta golyócskák  (C 12),oral
3404,Coffea tosta golyócskák  (C 15),oral
3405,Coffea tosta golyócskák  (C 30),oral
3406,Coffea tosta golyócskák  (C200),oral
3407,COGNEZIL  5 mg filmtabletta,oral
3408,COGNEZIL  5 mg szájban diszpergálódó tabletta,oral
3409,COGNEZIL 10 mg filmtabletta,oral
3410,COGNEZIL 10 mg szájban diszpergálódó tabletta,oral
3411,COGNIT  800 mg filmtabletta,oral
3412,COGNIT 1200 mg filmtabletta,oral
3413,Colchicum autumnale golyócskák  (C    5),oral
3414,Colchicum autumnale golyócskák  (C    6),oral
3415,Colchicum autumnale golyócskák  (C    9),oral
3416,Colchicum autumnale golyócskák  (C   12),oral
3417,Colchicum autumnale golyócskák  (C   15),oral
3418,Colchicum autumnale golyócskák  (C   30),oral
3419,Colchicum autumnale golyócskák  (C  200),oral
3420,Colchicum autumnale golyócskák  (C 1000),oral
3421,Colchicum autumnale golyócskák  (C10000),oral
3422,Colchicum autumnale golyócskák  (D 12),oral
3423,Colchicum autumnale golyócskák  (D 30),oral
3424,Colchicum autumnale golyócskák  (D200),oral
3425,Colchicum autumnale golyócskák (C  5),oral
3426,Colchicum autumnale golyócskák (C  6),oral
3427,Colchicum autumnale golyócskák (C  9),oral
3428,Colchicum autumnale golyócskák (C 12),oral
3429,Colchicum autumnale golyócskák (C 15),oral
3430,Colchicum autumnale golyócskák (C 30),oral
3431,Colchicum autumnale golyócskák (C200),oral
3432,COLCHICUM-DISPERT bevont tabletta,oral
3433,COLDAMIN BÉRES filmtabletta,oral
3434,COLDASTOP 15000 NE/ml+20 mg/ml oldatos orrcsepp,oral
3435,COLDREX CITROM ÍZŰ por belsőleges oldathoz,oral
3436,COLDREX FEKETERIBIZLI ÍZŰ por belsőleges oldathoz,oral
3437,COLDREX JUNIOR filmtabletta,oral
3438,COLDREX JUNIOR por belsőleges oldathoz,oral
3439,COLDREX JUNIOR szirup,oral
3440,COLDREX MAXGRIP citrom ízű por belsőleges oldathoz,oral
3441,COLDREX MAXGRIP mentol és erdei gyümölcs ízű por belsőleges oldathoz,oral
3442,COLDREX MENTOL méz és citrom ízű por belsőleges oldathoz,oral
3443,COLDREX méz és citrom ízű por belsőleges oldathoz,oral
3444,COLDREX SIMPLE filmtabletta,oral
3445,COLDREX szirup felnőtteknek tasakban,oral
3446,COLDREX tabletta,oral
3447,Collinsonia canadensis golyócskák (C   2),oral
3448,Collinsonia canadensis golyócskák (C   5),oral
3449,Collinsonia canadensis golyócskák (C   6),oral
3450,Collinsonia canadensis golyócskák (C   9),oral
3451,Collinsonia canadensis golyócskák (C  12),oral
3452,Collinsonia canadensis golyócskák (C  15),oral
3453,Collinsonia canadensis golyócskák (C  30),oral
3454,Collinsonia canadensis golyócskák (C 200),oral
3455,"Colobreathe 1 662 500 NE inhalációs por, kemény kapszula",oral
3456,Colocynthis (Citrullus colocynthis) golyócskák  (C  5),oral
3457,Colocynthis (Citrullus colocynthis) golyócskák  (C  6),oral
3458,Colocynthis (Citrullus colocynthis) golyócskák  (C  9),oral
3459,Colocynthis (Citrullus colocynthis) golyócskák  (C 12),oral
3460,Colocynthis (Citrullus colocynthis) golyócskák  (C 15),oral
3461,Colocynthis (Citrullus colocynthis) golyócskák  (C 30),oral
3462,Colocynthis (Citrullus colocynthis) golyócskák  (C200),oral
3463,Colocynthis (Citrullus colocynthis) golyócskák  (D 4),oral
3464,Colocynthis (Citrullus colocynthis) golyócskák  (D 5),oral
3465,Colocynthis (Citrullus colocynthis) golyócskák  (D 6),oral
3466,Colocynthis (Citrullus colocynthis) golyócskák  (D10),oral
3467,Colocynthis (Citrullus colocynthis) golyócskák  (D12),oral
3468,Colocynthis (Citrullus colocynthis) golyócskák  (D30),oral
3469,Colocynthis (Citrullus colocynthis) golyócskák (C  5),oral
3470,Colocynthis (Citrullus colocynthis) golyócskák (C  6),oral
3471,Colocynthis (Citrullus colocynthis) golyócskák (C  9),oral
3472,Colocynthis (Citrullus colocynthis) golyócskák (C 12),oral
3473,Colocynthis (Citrullus colocynthis) golyócskák (C 15),oral
3474,Colocynthis (Citrullus colocynthis) golyócskák (C 30),oral
3475,Colocynthis (Citrullus colocynthis) golyócskák (C200),oral
3476,COLOXET 150 mg filmtabletta,oral
3477,COLOXET 300 mg filmtabletta,oral
3478,COLOXET 500 mg filmtabletta,oral
3479,COLPO-CLEANER Jód pezsgőtabletta hüvelyöblítő oldat készítéséhez,oral
3480,COMBIDOLEX filmtabletta,oral
3481,COMBIGAN 2 mg/ml+5 mg/ml oldatos szemcsepp,oral
3482,"COMBIPAT 2 mg/0,03 mg filmtabletta",oral
3483,Combivir 150 mg/300 mg filmtabletta,oral
3484,Cometriq 20 mg kemény kapszula,oral
3485,Cometriq 20 mg+80 mg kemény kapszula,oral
3486,Competact 15 mg/850 mg filmtabletta,oral
3487,Comtan 200 mg filmtabletta,oral
3488,Comtess 200 mg filmtabletta,oral
3489,CONCOR  5 mg filmtabletta,oral
3490,CONCOR 10 mg filmtabletta,oral
3491,CONCOR AMLO  5 mg/10 mg tabletta,oral
3492,CONCOR AMLO  5 mg/5 mg tabletta,oral
3493,CONCOR AMLO 10 mg/10 mg tabletta,oral
3494,CONCOR AMLO 10 mg/5 mg tabletta,oral
3495,CONCOR ASA  5 mg/75 mg kemény kapszula,oral
3496,CONCOR ASA 10 mg/100 mg kemény kapszula,oral
3497,CONCOR ASA 10 mg/75 mg kemény kapszula,oral
3498,CONCOR ASA 5 mg/100 mg kemény kapszula,oral
3499,"CONCOR COR  1,25 mg filmtabletta",oral
3500,"CONCOR COR  2,5 mg filmtabletta",oral
